2026-08-17 00:00	0.06
2026-08-17 01:00	0.027
2026-08-17 02:00	0.02
2026-08-17 03:00	0.057
2026-08-17 04:00	0.074
2026-08-17 05:00	0.065
2026-08-17 06:00	0.26
2026-08-17 07:00	0.306
2026-08-17 08:00	0.223
2026-08-17 09:00	0.02
2026-08-17 10:00	0.023
2026-08-17 11:00	0.172
2026-08-17 12:00	0.258
2026-08-17 13:00	0.124
2026-08-17 14:00	0.11
2026-08-17 15:00	0.16
2026-08-17 16:00	0.361
2026-08-17 17:00	0.389
2026-08-17 18:00	0.376
2026-08-17 19:00	0.424
2026-08-17 20:00	0.434
2026-08-17 21:00	0.3
2026-08-17 22:00	0.053
2026-08-17 23:00	0.134
2026-08-18 00:00	0.058
2026-08-18 01:00	0.031
2026-08-18 02:00	0.02
2026-08-18 03:00	0.02
2026-08-18 04:00	0.068
2026-08-18 05:00	0.02
2026-08-18 06:00	0.19
2026-08-18 07:00	0.225
2026-08-18 08:00	0.232
2026-08-18 09:00	0.067
2026-08-18 10:00	0.152
2026-08-18 11:00	0.02
2026-08-18 12:00	0.07
2026-08-18 13:00	0.141
2026-08-18 14:00	0.186
2026-08-18 15:00	0.084
2026-08-18 16:00	0.307
2026-08-18 17:00	0.317
2026-08-18 18:00	0.357
2026-08-18 19:00	0.383
2026-08-18 20:00	0.304
2026-08-18 21:00	0.268
2026-08-18 22:00	0.168
2026-08-18 23:00	0.02
2026-08-19 00:00	0.057
2026-08-19 01:00	0.044
2026-08-19 02:00	0.058
2026-08-19 03:00	0.075
2026-08-19 04:00	0.215
2026-08-19 05:00	0.095
2026-08-19 06:00	0.32
2026-08-19 07:00	0.306
2026-08-19 08:00	0.405
2026-08-19 09:00	0.156
2026-08-19 10:00	0.243
2026-08-19 11:00	0.11
2026-08-19 12:00	0.187
2026-08-19 13:00	0.215
2026-08-19 14:00	0.168
2026-08-19 15:00	0.214
2026-08-19 16:00	0.441
2026-08-19 17:00	0.454
2026-08-19 18:00	0.451
2026-08-19 19:00	0.487
2026-08-19 20:00	0.514
2026-08-19 21:00	0.449
2026-08-19 22:00	0.102
2026-08-19 23:00	0.183
2026-08-20 00:00	0.09
2026-08-20 01:00	0.02
2026-08-20 02:00	0.098
2026-08-20 03:00	0.02
2026-08-20 04:00	0.02
2026-08-20 05:00	0.034
2026-08-20 06:00	0.253
2026-08-20 07:00	0.206
2026-08-20 08:00	0.201
2026-08-20 09:00	0.104
2026-08-20 10:00	0.109
2026-08-20 11:00	0.07
2026-08-20 12:00	0.021
2026-08-20 13:00	0.113
2026-08-20 14:00	0.058
2026-08-20 15:00	0.084
2026-08-20 16:00	0.203
2026-08-20 17:00	0.259
2026-08-20 18:00	0.271
2026-08-20 19:00	0.243
2026-08-20 20:00	0.231
2026-08-20 21:00	0.252
2026-08-20 22:00	0.079
2026-08-20 23:00	0.178
2026-08-21 00:00	0.02
2026-08-21 01:00	0.073
2026-08-21 02:00	0.083
2026-08-21 03:00	0.02
2026-08-21 04:00	0.02
2026-08-21 05:00	0.1
2026-08-21 06:00	0.265
2026-08-21 07:00	0.323
2026-08-21 08:00	0.305
2026-08-21 09:00	0.111
2026-08-21 10:00	0.107
2026-08-21 11:00	0.151
2026-08-21 12:00	0.235
2026-08-21 13:00	0.134
2026-08-21 14:00	0.248
2026-08-21 15:00	0.079
2026-08-21 16:00	0.429
2026-08-21 17:00	0.497
2026-08-21 18:00	0.523
2026-08-21 19:00	0.4
2026-08-21 20:00	0.449
2026-08-21 21:00	0.452
2026-08-21 22:00	0.133
2026-08-21 23:00	0.158
2026-08-22 00:00	0.066
2026-08-22 01:00	0.084
2026-08-22 02:00	0.023
2026-08-22 03:00	0.02
2026-08-22 04:00	0.088
2026-08-22 05:00	0.048
2026-08-22 06:00	0.263
2026-08-22 07:00	0.207
2026-08-22 08:00	0.343
2026-08-22 09:00	0.22
2026-08-22 10:00	0.174
2026-08-22 11:00	0.132
2026-08-22 12:00	0.188
2026-08-22 13:00	0.125
2026-08-22 14:00	0.02
2026-08-22 15:00	0.151
2026-08-22 16:00	0.386
2026-08-22 17:00	0.346
2026-08-22 18:00	0.317
2026-08-22 19:00	0.397
2026-08-22 20:00	0.354
2026-08-22 21:00	0.4
2026-08-22 22:00	0.097
2026-08-22 23:00	0.203
2026-08-23 00:00	0.109
2026-08-23 01:00	0.053
2026-08-23 02:00	0.037
2026-08-23 03:00	0.049
2026-08-23 04:00	0.02
2026-08-23 05:00	0.107
2026-08-23 06:00	0.177
2026-08-23 07:00	0.194
2026-08-23 08:00	0.283
2026-08-23 09:00	0.09
2026-08-23 10:00	0.121
2026-08-23 11:00	0.094
2026-08-23 12:00	0.096
2026-08-23 13:00	0.112
2026-08-23 14:00	0.105
2026-08-23 15:00	0.059
2026-08-23 16:00	0.297
2026-08-23 17:00	0.299
2026-08-23 18:00	0.339
2026-08-23 19:00	0.212
2026-08-23 20:00	0.259
2026-08-23 21:00	0.289
2026-08-23 22:00	0.148
2026-08-23 23:00	0.06
